loan_status,loan_amount,loan_term,interest_rate,grade,purpose,employment_length,annual_income
default,12000.0,57.24736,11.931506,c,debt_consolidation,2.3440797,33532.215
default,13000.0,49.078976,13.305607,e,debt_consolidation,3.0899148,44673.027
default,1335.0911,40.05273,13.667577,a,debt_consolidation,2.0,9932.454
default,5000.0,43.154297,12.463354,c,debt_consolidation,7.91333,24000.0
default,6349.707,36.0,13.837299,e,debt_consolidation,8.664715,70645.08
default,8563.343,43.601128,11.623427,d,home_improvement,7.4662914,46341.645
default,4871.7856,60.0,13.9641,d,debt_consolidation,1.7178545,28930.78
default,6000.0,47.23317,13.357031,b,debt_consolidation,2.595854,35002.13
default,10000.0,42.157322,9.598358,c,debt_consolidation,1.7434449,80000.0
default,30000.0,60.0,18.986076,b,debt_consolidation,4.9181046,150000.0
default,10000.0,40.52076,11.402515,a,debt_consolidation,8.493079,58405.816
default,11089.955,36.0,13.009146,b,major_purchase,1.9100451,25000.0
default,13181.261,57.75129,20.003859,b,debt_consolidation,1.1873924,65093.695
default,9001.384,36.0,15.620166,c,debt_consolidation,1.0498139,38397.785
default,20000.0,49.25562,13.536489,e,small_business,4.4476824,100876.11
default,6978.4805,36.0,12.146685,b,debt_consolidation,9.139212,36946.2
default,8510.146,39.246944,10.944001,c,debt_consolidation,10.0,46567.645
default,6000.0,36.0,8.545717,a,debt_consolidation,1.073961,35000.098
default,12000.0,36.36084,7.11464,d,debt_consolidation,3.045105,120000.0
default,8161.5596,60.0,15.8526745,d,debt_consolidation,6.5766068,53936.992
default,24258.145,42.19548,16.478296,e,debt_consolidation,4.8070154,53516.29
default,14093.228,36.0,12.996306,a,debt_consolidation,1.0,30139.293
default,5000.0,36.0,11.572282,e,debt_consolidation,3.533178,40018.67
default,7233.657,36.0,9.985145,b,debt_consolidation,2.934628,40000.0
default,10000.0,60.0,17.536474,d,debt_consolidation,1.9648883,30000.0
default,2885.2976,49.210205,10.308858,b,debt_consolidation,8.89915,69778.81
default,17000.0,60.0,10.400009,d,debt_consolidation,9.621862,75032.414
default,5198.5854,36.169758,6.6415,a,other,1.0424391,74992.93
default,2616.2827,36.0,14.55279,d,other,1.465131,10031.009
default,7000.0,36.0,10.504624,d,debt_consolidation,9.288532,43116.617
default,17604.186,60.0,11.7566595,e,debt_consolidation,10.0,56833.36
default,6025.9497,36.0,13.235577,b,debt_consolidation,10.0,62987.023
default,16000.0,60.0,20.20639,c,debt_consolidation,3.9856863,45000.0
default,4000.0,36.0,13.015025,c,debt_consolidation,7.0459557,18265.863
default,10000.0,36.0,10.314303,c,debt_consolidation,4.748099,30000.0
default,5000.0,36.0,13.032911,c,debt_consolidation,1.9358206,36000.0
default,6030.6772,36.0,11.194758,e,debt_consolidation,9.079677,69722.71
default,24082.07,60.0,14.419045,c,debt_consolidation,9.0,67019.15
default,10000.0,36.0,12.130536,a,other,10.0,54998.2
default,20000.0,45.000595,14.860201,b,debt_consolidation,5.375025,95000.0
default,1710.8708,36.0,11.155015,b,other,1.0,18000.0
default,1276.1217,36.0,13.442666,b,debt_consolidation,1.7462609,10202.991
default,8000.0,36.0,10.997079,b,debt_consolidation,5.9798937,45937.06
default,27082.904,60.0,17.948233,e,debt_consolidation,1.5920765,51197.36
default,8809.473,36.0,7.8955293,d,debt_consolidation,9.573739,60000.0
default,9806.134,59.263973,10.184127,d,debt_consolidation,10.0,48000.0
default,5000.0,45.187912,11.739781,b,debt_consolidation,5.851511,27059.248
default,1200.1873,36.0,10.370482,d,debt_consolidation,2.9925122,14997.754
default,14769.214,50.768562,11.266943,b,small_business,3.6153567,70000.0
default,15000.0,60.0,17.523314,f,debt_consolidation,9.282106,70000.0
default,5000.0,60.0,14.9948435,e,debt_consolidation,7.4308615,45000.0
default,1475.3838,36.0,14.741641,c,other,3.2154584,48000.0
default,18649.828,36.0,19.698736,d,other,8.050516,261825.31
default,19956.727,60.0,16.609808,d,debt_consolidation,9.513182,48000.0
default,1970.9102,36.0,13.7378645,b,home_improvement,2.9393222,78612.13
default,30126.623,60.0,20.18065,b,debt_consolidation,8.4805155,75337.664
default,10000.0,36.0,11.53114,c,small_business,7.5995684,60000.0
default,20000.0,60.0,14.703541,f,debt_consolidation,3.2379706,72319.71
default,12000.0,60.0,19.012457,d,debt_consolidation,8.516964,40126.55
default,16000.0,60.0,11.875881,b,debt_consolidation,10.0,39984.78
default,20000.0,60.0,18.552402,d,debt_consolidation,10.0,50019.254
default,20000.0,43.48838,11.723914,d,debt_consolidation,2.5600793,85000.0
default,4313.9688,60.0,8.626718,a,debt_consolidation,5.8582964,80429.15
default,22945.791,51.65307,8.34289,e,debt_consolidation,7.217689,40747.96
default,32133.807,60.0,16.43975,f,debt_consolidation,5.068483,66344.75
default,9716.561,53.006382,13.371404,a,debt_consolidation,10.0,58854.3
default,13381.029,60.0,21.569157,c,debt_consolidation,1.2069554,100000.0
default,16000.0,60.0,13.234349,d,debt_consolidation,1.2545305,32000.0
default,7000.0,36.0,12.774639,b,debt_consolidation,6.0991488,37487.605
default,19958.066,55.97433,11.5322,b,debt_consolidation,6.4967914,45000.0
default,8000.0,36.0,7.1939416,a,debt_consolidation,4.8612556,40000.0
default,25000.0,60.0,16.964252,d,debt_consolidation,10.0,70000.0
default,1951.4026,36.0,16.04021,a,debt_consolidation,1.0971948,30974.332
default,10000.0,36.0,15.812538,d,credit_card,8.933122,30000.0
default,15000.0,60.0,9.421296,a,debt_consolidation,6.708332,42365.742
default,21051.795,60.0,17.009308,e,credit_card,4.5179577,74086.33
default,25000.0,60.0,18.205402,c,debt_consolidation,1.0,101171.53
default,12000.0,58.173656,11.348458,b,debt_consolidation,4.0,24744.7
default,10000.0,54.098038,15.19393,d,debt_consolidation,7.7867646,60000.0
default,5198.513,47.910805,14.6624975,b,debt_consolidation,2.5037165,19098.758
default,3505.7915,36.0,15.544092,a,other,1.942084,24000.0
default,9000.0,60.0,14.4757595,e,credit_card,6.8595257,60000.0
default,10567.49,60.0,9.949857,a,credit_card,6.1074104,76894.84
default,3636.5913,36.0,13.110101,c,debt_consolidation,8.978695,60000.0
default,5000.0,60.0,11.304806,c,debt_consolidation,3.286782,16390.191
default,24387.941,60.0,18.96611,d,debt_consolidation,6.9397025,62000.0
default,20000.0,60.0,12.161024,d,small_business,9.745373,93265.55
default,2559.0442,36.0,12.702151,b,moving,1.0,18000.0
default,25683.092,60.0,13.968475,f,small_business,4.723029,56000.0
default,3991.6584,36.0,11.202999,b,debt_consolidation,9.708043,68979.15
default,2698.6924,36.0,12.700915,c,debt_consolidation,1.6026151,29047.686
default,8000.0,36.0,10.377162,b,debt_consolidation,2.6978457,37318.086
default,4104.083,60.0,14.940029,c,other,7.918337,44739.793
default,9961.795,36.0,14.554661,d,debt_consolidation,6.0188146,64314.848
default,10903.656,60.0,10.571764,c,credit_card,9.132906,76993.67
default,12000.0,60.0,18.735216,c,credit_card,1.1601882,49664.902
default,12000.0,54.87166,12.635342,c,debt_consolidation,6.068404,53078.633
default,8725.605,36.0,13.748752,b,debt_consolidation,10.0,120000.0
default,4804.342,36.0,10.761589,c,other,3.8697405,36000.0
default,5998.542,36.069977,5.819741,c,debt_consolidation,1.0262419,51000.0
default,5069.7666,47.162674,17.2065,a,other,1.0,34996.277
default,5439.3027,57.08653,13.058533,b,other,4.728368,38048.56
default,4934.0103,36.0,11.828374,c,other,4.0,36000.0
default,1615.7932,36.0,9.786426,b,other,1.1184493,18000.0
default,9532.914,49.26622,9.362498,b,debt_consolidation,3.1055183,33268.344
default,3500.0,36.0,12.697162,c,other,3.9561794,65000.0
default,8948.479,50.107944,13.053974,c,debt_consolidation,2.587831,37139.293
default,9786.068,60.0,12.559659,b,debt_consolidation,10.0,67758.11
default,20997.602,60.0,16.37889,b,debt_consolidation,5.6730614,40753.7
default,5000.0,36.0,11.652938,b,debt_consolidation,1.049695,30000.0
default,20000.0,36.0,10.553612,c,debt_consolidation,2.3790364,96000.0
default,8408.1875,36.0,14.883819,b,debt_consolidation,1.0,22109.809
default,2470.95,36.0,8.429818,b,debt_consolidation,1.0,26420.023
default,15000.0,60.0,12.821495,e,debt_consolidation,10.0,95000.0
default,6551.6807,36.0,10.22709,d,debt_consolidation,4.896639,60629.684
default,6000.0,50.349552,15.330553,b,home_improvement,2.206306,72298.945
default,23946.068,60.0,14.921818,e,debt_consolidation,9.676407,64508.043
default,13005.113,60.0,16.399136,c,home_improvement,7.0,47346.9
default,3835.7383,36.0,10.330577,b,debt_consolidation,5.7003365,54000.0
default,9260.49,36.0,12.938849,d,debt_consolidation,6.874121,36000.0
default,4847.0156,60.0,15.24447,c,debt_consolidation,2.3824604,36997.53
default,33541.207,60.0,19.03,e,debt_consolidation,8.346852,75000.0
default,14037.704,60.0,11.142365,c,debt_consolidation,9.245917,32269.574
default,3484.3062,36.0,12.084686,c,home_improvement,6.209252,65000.0
default,8481.596,36.0,12.8658285,d,debt_consolidation,6.1104283,50001.926
default,14108.319,60.0,20.240452,b,debt_consolidation,5.6672325,35000.0
default,8762.503,49.764633,16.347784,d,debt_consolidation,6.161738,19658.82
default,14400.0,60.0,15.530336,c,debt_consolidation,2.156829,60000.0
default,12000.0,60.0,15.03687,c,credit_card,4.0,48000.0
default,8699.482,60.0,12.599122,b,home_improvement,4.0,27000.0
default,5364.8267,45.406944,13.103495,d,debt_consolidation,2.1758678,90000.0
default,33541.207,60.0,19.40554,e,credit_card,3.7290862,136354.56
default,15967.553,36.0,13.034769,e,debt_consolidation,1.4867123,49837.76
default,4603.3433,36.0,14.574863,c,debt_consolidation,1.7355622,126528.875
default,1843.6532,36.0,12.95935,c,debt_consolidation,8.908669,29249.535
default,17133.383,49.60059,15.753375,d,debt_consolidation,3.266765,110000.0
default,4000.0,51.08689,10.86685,c,debt_consolidation,4.4855185,35002.516
default,15000.0,36.0,12.145143,b,debt_consolidation,5.143058,62001.523
default,9732.2295,36.0,11.306696,d,debt_consolidation,1.966899,28214.867
default,4423.181,36.0,11.588647,b,other,7.9137063,42000.0
default,33541.207,60.0,19.338469,c,small_business,7.0,59267.023
default,3416.545,42.6764,14.923771,c,medical,1.0,18000.0
default,3115.1138,36.0,11.883719,b,moving,1.7674243,17630.227
default,2387.6719,59.26032,15.620375,d,debt_consolidation,4.9383597,15976.934
default,15118.124,36.0,14.212045,c,debt_consolidation,1.2339317,43023.395
default,1000.0,36.0,14.4395485,c,debt_consolidation,1.0,24000.0
default,33541.207,60.0,14.838203,d,debt_consolidation,1.5366997,112316.5
default,10000.0,38.962273,16.167736,c,debt_consolidation,3.6297162,90000.0
default,12000.0,60.0,19.91,e,debt_consolidation,6.4426994,65000.0
default,10000.0,36.0,14.274876,d,debt_consolidation,4.7189293,75000.0
default,1346.0297,36.0,11.140485,a,debt_consolidation,2.817463,20000.73
default,5000.0,41.906055,11.466514,a,other,9.246086,65000.984
default,11921.277,36.0,15.403212,c,home_improvement,9.842555,261825.31
default,8320.908,36.0,11.2537985,d,other,10.0,50155.05
default,19279.902,60.0,18.697405,d,debt_consolidation,5.4858336,46306.535
default,3582.8154,36.0,8.011958,d,debt_consolidation,1.1718467,24000.0
default,1000.0,36.0,10.360462,c,other,10.0,48000.0
default,2436.9766,36.0,9.078028,b,other,10.0,71556.28
default,26678.916,60.0,15.120159,f,debt_consolidation,9.654044,182870.27
default,20062.113,60.0,10.932187,e,debt_consolidation,2.2880623,42554.01
default,23817.998,60.0,21.137465,c,debt_consolidation,2.467137,73147.24
default,19965.105,60.0,20.722502,e,debt_consolidation,10.0,90000.0
default,10259.125,53.781006,15.10934,b,small_business,2.2591248,42373.402
default,15000.0,60.0,14.202362,b,debt_consolidation,4.042809,60000.0
default,6000.0,36.0,12.245553,c,debt_consolidation,3.3852134,45621.793
default,20000.0,58.81404,13.2621975,c,small_business,10.0,39996.2
default,2843.298,56.239155,17.113216,b,debt_consolidation,9.059789,261825.31
default,3000.0,53.00911,12.929752,a,debt_consolidation,2.291287,107149.55
default,10000.0,36.0,10.250641,b,debt_consolidation,6.4610023,30000.0
default,1398.7794,59.926765,11.106268,b,debt_consolidation,2.006103,30239.268
default,10837.092,46.045105,15.655388,b,debt_consolidation,10.0,77651.125
default,10000.0,60.0,14.1429615,d,debt_consolidation,4.6087465,63000.0
default,33537.766,60.0,20.292343,e,small_business,1.0058289,190999.03
default,19146.633,60.0,11.88249,d,debt_consolidation,10.0,63658.652
default,5000.0,36.0,10.273903,d,debt_consolidation,1.0,24998.854
default,27822.646,43.931374,16.056189,b,debt_consolidation,6.65237,190000.0
default,10141.747,44.504814,9.6865635,a,debt_consolidation,5.0,29262.127
default,19649.385,40.808434,15.022724,e,debt_consolidation,6.801406,183198.6
default,19590.459,60.0,20.401577,b,debt_consolidation,9.0477085,65000.0
default,2511.6611,47.194637,17.339062,c,debt_consolidation,5.7315454,42000.0
default,20000.0,36.0,14.807871,f,debt_consolidation,3.0711768,62000.0
default,14000.0,60.0,19.714523,c,credit_card,5.5390706,42790.0
default,12267.602,36.0,12.744326,c,debt_consolidation,8.178401,80464.8
default,9923.5205,40.588795,8.908703,c,major_purchase,10.0,59000.0
default,7842.8486,36.0,6.7505827,b,debt_consolidation,2.1571512,113252.85
default,20000.0,36.0,13.292633,e,debt_consolidation,1.4936038,65000.0
default,10000.0,60.0,16.27416,d,debt_consolidation,4.272795,40000.0
default,4870.129,44.41546,12.36519,a,debt_consolidation,1.3506441,27105.193
default,11153.116,36.0,12.808046,a,debt_consolidation,6.296745,34823.44
default,20000.0,60.0,12.516013,d,debt_consolidation,6.5129504,46832.47
default,7000.0,60.0,12.797669,c,debt_consolidation,1.290895,36000.0
default,33216.594,60.0,20.2431,e,debt_consolidation,3.4770908,67572.234
default,12000.0,39.661957,7.9799514,d,debt_consolidation,1.7629075,82923.71
default,12000.0,60.0,12.704385,c,credit_card,7.42121,50000.0
default,5000.0,36.0,8.863355,c,debt_consolidation,7.889866,80450.7
default,16000.0,60.0,15.766714,c,debt_consolidation,4.215198,90000.0
default,13389.357,47.74525,13.149095,d,debt_consolidation,5.4044695,35000.0
default,20000.0,53.08681,19.930794,c,debt_consolidation,7.407554,90000.0
default,4361.617,36.0,14.3641,c,debt_consolidation,7.509112,54998.895
default,15892.588,42.8141,14.04167,d,debt_consolidation,8.296475,78294.305
default,9189.563,36.0,12.857676,b,debt_consolidation,2.3232338,79441.08
default,11076.836,58.829586,15.8775835,d,debt_consolidation,6.195069,26024.383
default,8000.0,44.14157,15.27637,c,debt_consolidation,3.7138565,54396.46
default,3130.7449,42.27575,12.72851,c,debt_consolidation,3.3074477,36000.0
default,15000.0,60.0,16.282927,d,debt_consolidation,9.518021,50000.0
default,13000.0,49.90931,12.127757,c,credit_card,6.636437,75420.445
default,20000.0,44.72212,11.610166,b,debt_consolidation,6.7292056,60381.945
default,12000.0,37.954945,12.913416,d,credit_card,2.8370879,50000.0
default,19986.275,60.0,19.641962,c,debt_consolidation,9.879902,58000.0
default,5631.9316,36.0,10.591013,b,other,2.2867274,15600.0
default,20000.0,57.543213,11.524804,d,debt_consolidation,5.488169,85000.0
default,9242.566,36.0,11.436178,b,other,3.4752204,22990.088
default,14759.027,48.433296,11.52046,d,debt_consolidation,8.445838,76759.02
default,17385.076,60.0,15.679545,b,debt_consolidation,6.3104544,85000.0
default,2000.0,36.0,14.0342,c,debt_consolidation,8.7215605,33000.0
default,33462.484,60.0,16.617496,e,debt_consolidation,8.044461,130479.11
default,4806.205,36.0,10.809466,b,debt_consolidation,3.8138523,36000.0
default,24656.834,60.0,20.096682,e,debt_consolidation,5.962764,54677.02
default,24386.16,60.0,14.059202,d,debt_consolidation,8.069202,86533.055
default,8000.0,36.0,10.278426,a,educational,2.7975957,14258.317
default,24671.385,60.0,16.7122,c,debt_consolidation,6.1832986,45000.0
default,1962.9026,36.0,7.8297043,b,other,2.7483897,26437.098
default,1165.399,36.0,11.214462,b,moving,10.0,35000.0
default,16000.0,60.0,18.189123,e,debt_consolidation,9.182244,49090.863
default,19213.62,60.0,14.113635,c,moving,8.077431,103575.91
default,16362.607,60.0,19.550173,e,debt_consolidation,2.5420258,38072.992
default,21048.277,60.0,11.203564,e,debt_consolidation,3.0,64077.46
default,14928.624,60.0,13.910653,c,debt_consolidation,1.2855021,38856.105
default,4156.2124,54.745506,17.080587,d,debt_consolidation,8.46744,60000.0
default,30829.71,60.0,20.081793,e,debt_consolidation,4.352824,124852.945
default,4013.497,48.957237,14.568269,d,debt_consolidation,2.0797696,60000.0
default,5385.806,60.0,18.280712,a,other,3.4408586,105486.22
default,7922.6973,52.57892,14.590853,c,debt_consolidation,2.3815765,100000.0
default,15338.405,60.0,17.94779,c,debt_consolidation,6.9480658,60000.0
default,7114.265,36.0,14.746971,b,debt_consolidation,5.0858784,80000.914
default,15000.0,40.887703,15.677309,f,debt_consolidation,4.42558,70000.0
default,24150.62,60.0,16.82771,b,debt_consolidation,6.8197956,54552.363
default,8000.0,44.187428,14.856703,d,debt_consolidation,10.0,55658.855
default,11273.846,36.0,12.955741,c,debt_consolidation,9.571108,31291.38
default,6418.306,46.03935,15.037733,c,debt_consolidation,10.0,85000.0
default,18055.758,42.690937,11.921278,d,debt_consolidation,4.393945,82558.55
default,21620.094,37.20565,13.414646,e,debt_consolidation,5.2511773,60000.0
default,18720.46,60.0,16.71046,d,debt_consolidation,6.8011513,139681.56
default,4078.6409,37.88738,7.6488056,c,other,3.9213593,100077.07
default,3083.2537,36.0,12.152943,c,debt_consolidation,7.6688967,45306.94
default,12000.0,60.0,10.795275,a,debt_consolidation,7.8325953,77725.22
default,8000.0,36.0,13.390799,b,other,4.493415,50001.508
default,2400.0,50.662174,16.53673,e,debt_consolidation,6.3344564,41906.62
default,23312.002,41.78742,11.76312,d,small_business,3.1702821,130777.445
default,3963.4568,36.0,6.3384247,b,other,1.9269136,54000.0
default,6000.0,60.0,12.655537,c,debt_consolidation,1.4873047,45051.27
default,5000.0,44.37382,13.828442,b,car,5.9532723,44000.0
default,33541.207,60.0,18.027813,d,debt_consolidation,7.329057,65000.0
default,14506.266,60.0,19.744587,d,debt_consolidation,10.0,120000.0
default,7500.0,60.0,17.582222,c,debt_consolidation,3.2881534,57000.0
default,4887.9,49.452026,14.6228285,c,debt_consolidation,5.515991,41000.0
